Datefirstseen,SrcIPAddr,DstIPAddr,Datefirstseenunix,Duration,Proto,SrcPt,DstPt,Packets,Bytes
2016-09-12 18:29:20.914,192.168.56.12,8.8.4.4,1473697760,0,UDP,64076,53,1,77
2016-09-12 18:29:20.950,8.8.4.4,192.168.56.12,1473697760,0,UDP,53,64076,1,93
2016-09-12 18:29:23.723,192.168.56.12,8.8.4.4,1473697763,0,UDP,60121,53,1,77
2016-09-12 18:29:24.228,8.8.4.4,192.168.56.12,1473697764,0,UDP,53,60121,1,93
2016-09-12 18:29:24.610,192.168.56.12,52.18.63.80,1473697764,0,ICMP,0,8,1,32
2016-09-12 18:29:26.620,192.168.56.12,52.18.63.80,1473697766,0,ICMP,0,8,1,32
2016-09-12 18:28:46.607,192.168.56.12,13.80.12.54,1473697726,1,UDP,123,123,2,96
2016-09-12 18:28:31.821,192.168.56.12,224.0.0.252,1473697711,0,UDP,55841,5355,2,44
2016-09-12 18:28:31.819,192.168.56.12,224.0.0.252,1473697711,0,UDP,55635,5355,2,44
2016-09-12 18:28:46.614,13.80.12.54,192.168.56.12,1473697726,1,UDP,123,123,2,96
2016-09-12 18:28:32.862,52.18.63.80,192.168.56.12,1473697712,0,TCP,80,49164,4,798
2016-09-12 18:29:53.319,192.168.56.12,8.8.4.4,1473697793,0,UDP,59998,53,1,77
2016-09-12 18:29:53.354,8.8.4.4,192.168.56.12,1473697793,0,UDP,53,59998,1,93
2016-09-12 18:29:53.359,192.168.56.12,8.8.4.4,1473697793,0,UDP,57035,53,1,77
2016-09-12 18:29:53.408,8.8.4.4,192.168.56.12,1473697793,0,UDP,53,57035,1,93
2016-09-12 18:28:51.153,192.168.56.12,66.220.9.50,1473697731,2,TCP,49171,21,11,321
2016-09-12 18:28:51.778,192.168.56.12,66.220.9.50,1473697731,2,TCP,49172,21,11,319
2016-09-12 18:28:52.611,192.168.56.12,66.220.9.50,1473697732,0,TCP,49174,5387,5,360
2016-09-12 18:28:52.899,192.168.56.12,66.220.9.50,1473697732,0,TCP,49175,7205,5,360
2016-09-12 18:28:49.560,192.168.56.12,52.18.63.80,1473697729,9,TCP,49168,445,3,92
2016-09-12 18:28:52.750,66.220.9.50,192.168.56.12,1473697732,0,TCP,5387,49174,3,72
2016-09-12 18:28:51.429,66.220.9.50,192.168.56.12,1473697731,2,TCP,21,49171,11,701
2016-09-12 18:28:51.920,66.220.9.50,192.168.56.12,1473697731,1,TCP,21,49172,11,698
2016-09-12 18:28:53.038,66.220.9.50,192.168.56.12,1473697733,0,TCP,7205,49175,3,72
2016-09-12 18:28:32.770,192.168.56.12,52.18.63.80,1473697712,75,TCP,49163,80,7,456
2016-09-12 18:28:32.843,192.168.56.12,52.18.63.80,1473697712,47,TCP,49164,80,6,436
2016-09-12 18:28:55.255,192.168.56.12,52.18.63.80,1473697735,9,TCP,49170,139,3,92
2016-09-12 18:29:20.141,192.168.56.12,52.18.63.80,1473697760,75,TCP,49189,80,8,484
2016-09-12 18:29:20.148,192.168.56.12,52.18.63.80,1473697760,75,TCP,49190,80,7,464
2016-09-12 18:29:20.179,192.168.56.12,52.18.63.80,1473697760,75,TCP,49191,80,7,452
2016-09-12 18:29:21.359,192.168.56.12,52.18.63.80,1473697761,9,TCP,49192,445,3,92
2016-09-12 18:29:28.319,192.168.56.12,52.18.63.80,1473697768,9,TCP,49194,139,3,92
2016-09-12 18:29:53.412,192.168.56.12,52.18.63.80,1473697793,60,TCP,49203,80,6,444
2016-09-12 18:29:17.220,192.168.56.12,224.0.0.252,1473697757,0,UDP,57112,5355,2,44
2016-09-12 18:29:17.221,192.168.56.12,224.0.0.252,1473697757,0,UDP,62026,5355,2,44
2016-09-12 18:29:17.441,192.168.56.12,224.0.0.252,1473697757,0,UDP,54358,5355,2,44
2016-09-12 18:29:50.690,192.168.56.12,224.0.0.252,1473697790,0,UDP,52843,5355,2,44
2016-09-12 18:28:32.790,52.18.63.80,192.168.56.12,1473697712,75,TCP,80,49163,6,838
2016-09-12 18:29:20.161,52.18.63.80,192.168.56.12,1473697760,75,TCP,80,49189,7,1180
2016-09-12 18:29:20.168,52.18.63.80,192.168.56.12,1473697760,75,TCP,80,49190,7,1180
2016-09-12 18:29:20.199,52.18.63.80,192.168.56.12,1473697760,75,TCP,80,49191,6,834
2016-09-12 18:29:53.432,52.18.63.80,192.168.56.12,1473697793,0,TCP,80,49203,5,1140
2016-09-12 18:28:31.925,192.168.56.12,192.168.56.255,1473697711,385,UDP,137,137,267,13350
2016-09-12 18:32:01.039,192.168.56.12,192.168.56.255,1473697921,119,UDP,138,138,2,402
2016-09-12 18:35:01.612,192.168.56.12,192.168.56.255,1473698101,296,UDP,137,137,210,10500
2016-09-12 18:37:59.413,192.168.56.12,192.168.56.255,1473698279,0,UDP,138,138,1,201
2016-09-12 18:42:48.447,192.168.56.12,8.8.8.8,1473698568,0,UDP,58519,53,1,43
2016-09-12 18:42:48.475,8.8.8.8,192.168.56.12,1473698568,0,UDP,53,58519,1,145
2016-09-12 18:40:04.147,192.168.56.12,192.168.56.255,1473698404,355,UDP,137,137,219,10950
2016-09-12 18:46:02.165,192.168.56.12,192.168.56.255,1473698762,0,UDP,138,138,1,201
2016-09-12 18:47:56.827,192.168.56.12,239.255.255.250,1473698876,6,UDP,57479,1900,6,744
2016-09-12 18:46:02.715,192.168.56.12,192.168.56.255,1473698762,309,UDP,137,137,144,7200
2016-09-12 18:58:10.210,192.168.56.12,8.8.8.8,1473699490,0,UDP,55422,53,1,43
2016-09-12 18:58:10.231,8.8.8.8,192.168.56.12,1473699490,0,UDP,53,55422,1,145
2016-09-12 18:59:46.826,192.168.56.12,8.8.8.8,1473699586,0,UDP,59347,53,1,77
2016-09-12 18:59:47.340,8.8.8.8,192.168.56.12,1473699587,0,UDP,53,59347,1,93
2016-09-12 18:58:09.943,192.168.56.12,192.168.56.255,1473699489,0,UDP,138,138,1,201
2016-09-12 18:59:49.757,192.168.56.12,8.8.8.8,1473699589,0,UDP,57437,53,1,77
2016-09-12 18:59:49.820,8.8.8.8,192.168.56.12,1473699589,0,UDP,53,57437,1,93
2016-09-12 18:59:50.084,192.168.56.12,52.18.63.80,1473699590,0,ICMP,0,8,1,32
2016-09-12 18:59:51.711,192.168.56.12,52.18.63.80,1473699591,0,ICMP,0,8,1,32
2016-09-12 19:00:19.429,192.168.56.12,8.8.8.8,1473699619,0,UDP,55229,53,1,77
2016-09-12 19:00:19.482,8.8.8.8,192.168.56.12,1473699619,0,UDP,53,55229,1,93
2016-09-12 19:00:19.508,192.168.56.12,8.8.8.8,1473699619,0,UDP,49996,53,1,77
2016-09-12 19:00:19.516,8.8.8.8,192.168.56.12,1473699619,0,UDP,53,49996,1,93
2016-09-12 19:00:19.715,192.168.56.12,8.8.8.8,1473699619,0,UDP,57326,53,1,77
2016-09-12 19:00:20.163,8.8.8.8,192.168.56.12,1473699620,0,UDP,53,57326,1,93
2016-09-12 19:00:21.526,192.168.56.12,8.8.8.8,1473699621,0,UDP,57019,53,1,77
2016-09-12 19:00:21.578,8.8.8.8,192.168.56.12,1473699621,0,UDP,53,57019,1,93
2016-09-12 19:00:21.582,192.168.56.12,52.18.63.80,1473699621,0,ICMP,0,8,1,32
2016-09-12 19:00:23.146,192.168.56.12,52.18.63.80,1473699623,0,ICMP,0,8,1,32
2016-09-12 19:00:48.920,192.168.56.12,8.8.8.8,1473699648,0,UDP,56778,53,1,77
2016-09-12 19:00:48.967,8.8.8.8,192.168.56.12,1473699648,0,UDP,53,56778,1,93
2016-09-12 19:00:48.969,192.168.56.12,8.8.8.8,1473699648,0,UDP,58976,53,1,77
2016-09-12 19:00:49.029,8.8.8.8,192.168.56.12,1473699649,0,UDP,53,58976,1,93
2016-09-12 18:59:47.985,192.168.56.12,52.18.63.80,1473699587,9,TCP,49536,445,3,92
2016-09-12 18:59:53.681,192.168.56.12,52.18.63.80,1473699593,9,TCP,49537,139,3,92
2016-09-12 19:00:19.555,192.168.56.12,52.18.63.80,1473699619,75,TCP,49538,80,7,468
2016-09-12 19:00:20.194,192.168.56.12,52.18.63.80,1473699620,9,TCP,49539,445,3,92
2016-09-12 19:00:25.169,192.168.56.12,52.18.63.80,1473699625,9,TCP,49540,139,3,92
2016-09-12 19:00:49.032,192.168.56.12,52.18.63.80,1473699649,60,TCP,49541,80,6,448
2016-09-12 19:00:46.236,192.168.56.12,224.0.0.252,1473699646,0,UDP,64277,5355,2,44
2016-09-12 19:00:16.641,192.168.56.12,224.0.0.252,1473699616,0,UDP,62279,5355,2,44
2016-09-12 18:58:30.298,192.168.56.12,192.168.56.255,1473699510,137,UDP,137,137,12,600
2016-09-12 19:00:19.574,52.18.63.80,192.168.56.12,1473699619,75,TCP,80,49538,7,1184
2016-09-12 19:00:49.052,52.18.63.80,192.168.56.12,1473699649,0,TCP,80,49541,5,1144
2016-09-12 19:08:00.619,192.168.56.12,239.255.255.250,1473700080,6,UDP,57479,1900,6,744
2016-09-12 19:13:36.880,192.168.56.12,8.8.8.8,1473700416,0,UDP,54224,53,1,43
2016-09-12 19:13:36.907,8.8.8.8,192.168.56.12,1473700416,0,UDP,53,54224,1,145
2016-09-12 19:10:09.334,192.168.56.12,192.168.56.255,1473700209,0,UDP,138,138,1,201
2016-09-12 19:22:07.481,192.168.56.12,192.168.56.255,1473700927,0,UDP,138,138,1,201
2016-09-12 19:29:12.557,192.168.56.12,8.8.8.8,1473701352,0,UDP,59333,53,1,43
2016-09-12 19:29:12.584,8.8.8.8,192.168.56.12,1473701352,0,UDP,53,59333,1,145
2016-09-12 19:28:03.267,192.168.56.12,239.255.255.250,1473701283,6,UDP,57479,1900,6,744
2016-09-12 19:31:33.378,192.168.56.12,8.8.8.8,1473701493,0,UDP,63955,53,1,34
2016-09-12 19:31:33.387,8.8.8.8,192.168.56.12,1473701493,0,UDP,53,63955,1,89
2016-09-12 19:31:33.417,192.168.56.12,13.80.12.54,1473701493,0,ICMP,0,8,1,32
2016-09-12 19:31:38.158,192.168.56.12,13.80.12.54,1473701498,0,ICMP,0,8,1,32
2016-09-12 19:37:03.164,192.168.56.12,8.8.4.4,1473701823,0,UDP,57259,53,1,77
2016-09-12 19:37:03.165,192.168.56.12,8.8.4.4,1473701823,0,UDP,57236,53,1,77
2016-09-12 19:37:03.502,192.168.56.12,8.8.8.8,1473701823,0,UDP,57236,53,1,77
2016-09-12 19:37:03.502,192.168.56.12,8.8.8.8,1473701823,0,UDP,57259,53,1,77
2016-09-12 19:37:03.729,8.8.4.4,192.168.56.12,1473701823,0,UDP,53,57259,1,93
2016-09-12 19:37:03.735,192.168.56.12,8.8.4.4,1473701823,0,UDP,65178,53,1,77
2016-09-12 19:37:03.839,192.168.56.12,8.8.4.4,1473701823,0,UDP,57236,53,1,77
2016-09-12 19:37:04.073,192.168.56.12,8.8.8.8,1473701824,0,UDP,65178,53,1,77
2016-09-12 19:37:04.180,8.8.8.8,192.168.56.12,1473701824,0,UDP,53,57259,1,93
2016-09-12 19:37:04.180,8.8.4.4,192.168.56.12,1473701824,0,UDP,53,57236,1,93
2016-09-12 19:37:04.181,8.8.8.8,192.168.56.12,1473701824,0,UDP,53,57236,1,93
2016-09-12 19:37:04.182,8.8.4.4,192.168.56.12,1473701824,0,UDP,53,65178,1,93
2016-09-12 19:37:04.182,192.168.56.12,8.8.8.8,1473701824,0,ICMP,0,3,1,121
2016-09-12 19:37:04.184,8.8.4.4,192.168.56.12,1473701824,0,UDP,53,57236,1,93
2016-09-12 19:37:04.184,192.168.56.12,8.8.4.4,1473701824,0,ICMP,0,3,1,121
2016-09-12 19:37:04.184,8.8.8.8,192.168.56.12,1473701824,0,UDP,53,65178,1,93
2016-09-12 19:37:04.186,192.168.56.12,8.8.4.4,1473701824,0,UDP,52164,53,1,77
2016-09-12 19:37:04.195,8.8.4.4,192.168.56.12,1473701824,0,UDP,53,52164,1,93
2016-09-12 19:37:17.103,192.168.56.12,8.8.4.4,1473701837,0,UDP,58727,53,1,34
2016-09-12 19:37:17.111,8.8.4.4,192.168.56.12,1473701837,0,UDP,53,58727,1,89
2016-09-12 19:37:21.609,192.168.56.12,8.8.4.4,1473701841,0,UDP,57472,53,1,77
2016-09-12 19:37:21.673,8.8.4.4,192.168.56.12,1473701841,0,UDP,53,57472,1,93
2016-09-12 19:37:22.199,192.168.56.12,8.8.4.4,1473701842,0,UDP,50949,53,1,39
2016-09-12 19:37:22.233,8.8.4.4,192.168.56.12,1473701842,0,UDP,53,50949,1,55
2016-09-12 19:37:23.389,192.168.56.12,8.8.4.4,1473701843,0,UDP,62200,53,1,77
2016-09-12 19:37:23.424,8.8.4.4,192.168.56.12,1473701843,0,UDP,53,62200,1,93
2016-09-12 19:37:23.428,192.168.56.12,52.18.63.80,1473701843,0,ICMP,0,8,1,32
2016-09-12 19:37:25.485,192.168.56.12,52.18.63.80,1473701845,0,ICMP,0,8,1,32
2016-09-12 19:37:35.162,192.168.56.12,8.8.4.4,1473701855,0,UDP,54170,53,1,39
2016-09-12 19:37:35.176,8.8.4.4,192.168.56.12,1473701855,0,UDP,53,54170,1,149
2016-09-12 19:37:35.527,192.168.56.12,8.8.4.4,1473701855,0,UDP,57112,53,1,33
2016-09-12 19:37:35.535,8.8.4.4,192.168.56.12,1473701855,0,UDP,53,57112,1,97
2016-09-12 19:37:51.198,192.168.56.12,8.8.4.4,1473701871,0,UDP,63957,53,1,77
2016-09-12 19:37:51.232,8.8.4.4,192.168.56.12,1473701871,0,UDP,53,63957,1,93
2016-09-12 19:37:52.350,192.168.56.12,8.8.4.4,1473701872,0,UDP,54358,53,1,77
2016-09-12 19:37:52.387,8.8.4.4,192.168.56.12,1473701872,0,UDP,53,54358,1,93
2016-09-12 19:37:52.392,192.168.56.12,52.18.63.80,1473701872,0,ICMP,0,8,1,32
2016-09-12 19:37:53.917,192.168.56.12,52.18.63.80,1473701873,0,ICMP,0,8,1,32
2016-09-12 19:37:04.193,192.168.56.12,52.18.63.80,1473701824,0,TCP,49163,80,6,436
2016-09-12 19:37:02.292,192.168.56.12,224.0.0.252,1473701822,0,UDP,55841,5355,2,44
2016-09-12 19:37:02.291,192.168.56.12,224.0.0.252,1473701822,0,UDP,55635,5355,2,44
2016-09-12 19:37:04.213,52.18.63.80,192.168.56.12,1473701824,0,TCP,80,49163,4,798
2016-09-12 19:38:19.657,192.168.56.12,8.8.4.4,1473701899,0,UDP,50019,53,1,77
2016-09-12 19:38:20.100,8.8.4.4,192.168.56.12,1473701900,0,UDP,53,50019,1,93
2016-09-12 19:38:20.101,192.168.56.12,8.8.4.4,1473701900,0,UDP,52717,53,1,77
2016-09-12 19:38:20.137,8.8.4.4,192.168.56.12,1473701900,0,UDP,53,52717,1,93
2016-09-12 19:37:17.155,192.168.56.12,13.80.12.54,1473701837,1,UDP,123,123,2,96
2016-09-12 19:38:19.437,192.168.56.12,52.18.63.80,1473701899,0,TCP,49163,80,2,40
2016-09-12 19:37:04.196,192.168.56.12,52.18.63.80,1473701824,122,TCP,49164,80,11,840
2016-09-12 19:37:21.967,192.168.56.12,52.18.63.80,1473701841,9,TCP,49169,445,3,92
2016-09-12 19:37:27.416,192.168.56.12,52.18.63.80,1473701847,9,TCP,49171,139,3,92
2016-09-12 19:37:51.258,192.168.56.12,52.18.63.80,1473701871,9,TCP,49176,445,3,92
2016-09-12 19:37:55.915,192.168.56.12,52.18.63.80,1473701875,9,TCP,49177,139,3,92
2016-09-12 19:37:35.537,192.168.56.12,81.19.78.85,1473701855,0,TCP,49173,25,10,261
2016-09-12 19:37:22.236,192.168.56.12,31.170.165.177,1473701842,14,TCP,49170,21,14,457
2016-09-12 19:37:36.090,192.168.56.12,31.170.165.177,1473701856,0,TCP,49174,35812,5,1332
2016-09-12 19:37:35.178,192.168.56.12,2.16.4.203,1473701855,1,TCP,49172,80,5,192
2016-09-12 19:37:48.548,192.168.56.12,224.0.0.252,1473701868,0,UDP,62026,5355,2,44
2016-09-12 19:38:17.058,192.168.56.12,224.0.0.252,1473701897,0,UDP,52879,5355,2,44
2016-09-12 19:37:02.398,192.168.56.12,192.168.56.255,1473701822,76,UDP,137,137,12,600
2016-09-12 19:38:14.569,192.168.56.12,192.168.56.255,1473701894,0,UDP,138,138,1,201
2016-09-12 19:37:17.163,13.80.12.54,192.168.56.12,1473701837,1,UDP,123,123,2,96
2016-09-12 19:38:19.436,52.18.63.80,192.168.56.12,1473701899,0,TCP,80,49163,2,40
