Src IP Addr,Dst IP Addr,Date first seen,Date first seen timestamp,Duration,Proto,Src Pt,Dst Pt,Packets,Bytes
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.498, 1620942938.498,     0.476, TCP  ,  49677,    389,       17,     4242
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.658, 1620942938.658,     0.001, TCP  ,  49679,    389,        3,       72
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.668, 1620942938.668,     0.001, TCP  ,  49680,     88,        4,      342
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.678, 1620942938.678,     0.001, TCP  ,  49681,     88,        5,      442
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.689, 1620942938.689,     0.001, TCP  ,  49682,     88,        6,     1850
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.690, 1620942938.690,     0.001, TCP  ,  49683,     88,        6,     1647
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.861, 1620942938.861,     0.001, TCP  ,  49684,    389,        3,       72
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.970, 1620942938.970,     0.001, TCP  ,  49685,    389,        3,       72
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.972, 1620942938.972,     0.001, TCP  ,  49686,    389,        3,       72
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:39.064, 1620942939.064,     0.001, TCP  ,  49687,     88,        4,      342
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:39.066, 1620942939.066,     0.000, TCP  ,  49688,     88,        5,      443
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:39.067, 1620942939.067,     0.001, TCP  ,  49689,     88,        6,     1869
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:39.582, 1620942939.582,     0.280, TCP  ,  49691,    389,       13,     3463
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:39.639, 1620942939.639,     0.002, TCP  ,  49693,     88,        6,     1831
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:39.646, 1620942939.646,     0.209, TCP  ,  49694,    389,        9,     2598
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:39.767, 1620942939.767,     0.001, TCP  ,  49695,     88,        6,     1869
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:39.769, 1620942939.769,     0.000, TCP  ,  49696,     88,        6,     1647
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.543, 1620942938.543,     0.000, UDP  ,  58724,    389,        1,      207
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:36.847, 1620942936.847,     0.000, UDP  ,  52852,    389,        1,      228
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.758, 1620942938.758,     0.000, UDP  ,  65453,    389,        1,      207
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.318, 1620942938.318,     0.000, UDP  ,  59312,    389,        1,      228
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.340, 1620942938.340,     0.000, UDP  ,  59314,    389,        1,      272
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.353, 1620942938.353,     0.000, UDP  ,  59315,    389,        1,      275
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.863, 1620942938.863,     0.000, UDP  ,  56266,    389,        1,      228
       10.0.0.101,      224.0.0.252, 2021-05-13 23:55:36.342, 1620942936.342,     0.000, UDP  ,  55917,   5355,        1,       33
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:40.065, 1620943000.065,     0.000, UDP  ,  54301,     53,        1,       29
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:40.077, 1620943000.077,     0.000, UDP  ,     53,  53967,        1,      155
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:40.141, 1620943000.141,     0.000, UDP  ,  63540,     53,        1,       39
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:40.144, 1620943000.144,     0.000, UDP  ,  62015,     53,        1,       22
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:40.144, 1620943000.144,     0.000, UDP  ,  55361,     53,        1,       43
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:40.144, 1620943000.144,     0.000, UDP  ,  59457,     53,        1,       37
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:40.161, 1620943000.161,     0.000, UDP  ,     53,  54301,        1,      141
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:40.223, 1620943000.223,     0.000, UDP  ,  53697,     53,        1,       34
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:40.346, 1620943000.346,     0.000, UDP  ,     53,  62015,        1,       86
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:40.346, 1620943000.346,     0.000, UDP  ,     53,  59457,        1,       92
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:40.346, 1620943000.346,     0.000, UDP  ,     53,  63540,        1,      137
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:40.346, 1620943000.346,     0.000, UDP  ,     53,  55361,        1,      201
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:40.346, 1620943000.346,     0.000, UDP  ,     53,  53697,        1,       50
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:40.596, 1620943000.596,     0.000, UDP  ,  53991,     53,        1,       34
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:40.596, 1620943000.596,     0.000, UDP  ,  51238,     53,        1,       41
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:40.792, 1620943000.792,     0.000, UDP  ,     53,  53991,        1,       79
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:40.795, 1620943000.795,     0.000, UDP  ,     53,  51238,        1,      127
       10.0.0.101,      31.13.93.26, 2021-05-13 23:56:41.295, 1620943001.295,     0.000, ICMP ,      0,    3.3,        1,       61
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:45.125, 1620943005.125,     0.000, UDP  ,  50746,     53,        1,       50
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:45.260, 1620943005.260,     0.000, UDP  ,     53,  50746,        1,      278
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:50.297, 1620943010.297,     0.000, UDP  ,  54855,     53,        1,       87
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:50.298, 1620943010.298,     0.000, UDP  ,     53,  54855,        1,      152
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:53.135, 1620943013.135,     0.000, UDP  ,  59364,     53,        1,       40
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:53.136, 1620943013.136,     0.000, UDP  ,     53,  59364,        1,      116
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:53.136, 1620943013.136,     0.000, UDP  ,  63638,     53,        1,       34
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:53.136, 1620943013.136,     0.000, UDP  ,     53,  63638,        1,      109
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:41.982, 1620942941.982,     0.027, TCP  ,  49667,  49699,       11,     2241
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:47.242, 1620942947.242,     0.001, TCP  ,     88,  49708,        4,      346
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:47.243, 1620942947.243,     0.001, TCP  ,     88,  49709,        5,     1795
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:47.245, 1620942947.245,     0.002, TCP  ,     88,  49710,        6,     1793
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:49.438, 1620942949.438,     0.001, TCP  ,     88,  49712,        4,      298
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:49.446, 1620942949.446,     0.001, TCP  ,     88,  49713,        5,     1795
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:49.447, 1620942949.447,     0.001, TCP  ,     88,  49714,        6,     1783
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:49.595, 1620942949.595,     0.001, TCP  ,     88,  49715,        6,     1903
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:49.603, 1620942949.603,     0.001, TCP  ,     88,  49716,        6,     1881
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:49.604, 1620942949.604,     0.001, TCP  ,     88,  49717,        6,     1698
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:49.735, 1620942949.735,     0.002, TCP  ,     88,  49719,        6,     1845
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:48.441, 1620942948.441,     0.000, UDP  ,    123,    123,        1,      120
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:42.004, 1620942942.004,     0.009, TCP  ,    389,  49700,       10,     3723
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:42.009, 1620942942.009,     0.004, TCP  ,    389,  49701,        9,     3770
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:47.221, 1620942947.221,     0.029, TCP  ,    389,  49706,       12,     4058
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:47.235, 1620942947.235,     0.015, TCP  ,    389,  49707,        7,      634
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:46.814, 1620942946.814,     0.000, UDP  ,    389,  50231,        1,      192
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:49.935, 1620942949.935,     0.360, TCP  ,    389,  49720,        8,      988
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:49.942, 1620942949.942,     0.350, TCP  ,    389,  49721,        8,      847
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:47.109, 1620942947.109,     0.000, UDP  ,    389,  50233,        1,      192
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:41.863, 1620942941.863,     0.000, UDP  ,    389,  54976,        1,      192
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:41.979, 1620942941.979,     0.028, TCP  ,    135,  49698,        5,      736
     52.170.57.27,       10.0.0.101, 2021-05-13 23:55:48.956, 1620942948.956,     0.330, TCP  ,    443,  49711,       14,     7018
    51.104.167.48,       10.0.0.101, 2021-05-13 23:55:41.631, 1620942941.631,     0.642, TCP  ,    443,  49697,       14,     3438
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:41.978, 1620942941.978,     0.038, TCP  ,  49698,    135,        7,      660
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:41.982, 1620942941.982,     0.034, TCP  ,  49699,  49667,       13,     3953
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:42.003, 1620942942.003,     0.010, TCP  ,  49700,    389,       11,     3099
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:42.009, 1620942942.009,     0.003, TCP  ,  49701,    389,        9,     2565
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:47.221, 1620942947.221,     0.029, TCP  ,  49706,    389,       13,     3517
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:47.235, 1620942947.235,     0.015, TCP  ,  49707,    389,        8,     3391
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:47.242, 1620942947.242,     0.000, TCP  ,  49708,     88,        4,      343
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:47.243, 1620942947.243,     0.001, TCP  ,  49709,     88,        5,      443
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:47.245, 1620942947.245,     0.001, TCP  ,  49710,     88,        6,     1797
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:49.438, 1620942949.438,     0.001, TCP  ,  49712,     88,        4,      333
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:49.446, 1620942949.446,     0.001, TCP  ,  49713,     88,        5,      433
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:49.447, 1620942949.447,     0.001, TCP  ,  49714,     88,        6,     1721
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:49.595, 1620942949.595,     0.001, TCP  ,  49715,     88,        6,     1891
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:49.603, 1620942949.603,     0.001, TCP  ,  49716,     88,        6,     1872
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:49.604, 1620942949.604,     0.001, TCP  ,  49717,     88,        6,     1669
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:49.735, 1620942949.735,     0.002, TCP  ,  49719,     88,        6,     1854
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:46.814, 1620942946.814,     0.000, UDP  ,  50231,    389,        1,      229
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:49.935, 1620942949.935,     0.360, TCP  ,  49720,    389,        9,     3006
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:49.942, 1620942949.942,     0.350, TCP  ,  49721,    389,        9,     2644
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:47.109, 1620942947.109,     0.000, UDP  ,  50233,    389,        1,      229
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:48.441, 1620942948.441,     0.000, UDP  ,    123,    123,        1,      120
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:41.863, 1620942941.863,     0.000, UDP  ,  54976,    389,        1,      229
       10.0.0.101,       224.0.0.22, 2021-05-13 23:55:36.332, 1620942936.332,    14.357, IGMP ,      0,      0,        6,      112
       10.0.0.101,     52.170.57.27, 2021-05-13 23:55:48.888, 1620942948.888,     0.399, TCP  ,  49711,    443,       14,     3114
       10.0.0.101,    51.104.167.48, 2021-05-13 23:55:41.497, 1620942941.497,     0.777, TCP  ,  49697,    443,       11,      911
       10.0.0.101,   52.148.148.114, 2021-05-13 23:55:42.965, 1620942942.965,     0.506, TCP  ,  49705,    443,       11,     1533
       10.0.0.101,   204.79.197.200, 2021-05-13 23:55:52.982, 1620942952.982,     4.584, TCP  ,  49723,    443,      493,    41753
       10.0.0.101,   138.91.140.216, 2021-05-13 23:55:50.926, 1620942950.926,     0.466, TCP  ,  49722,    443,        9,     2005
       10.0.0.101,       10.0.0.255, 2021-05-13 23:55:46.826, 1620942946.826,     0.000, UDP  ,    138,    138,        1,      201
   52.148.148.114,       10.0.0.101, 2021-05-13 23:55:43.062, 1620942943.062,     0.353, TCP  ,    443,  49705,       12,     3346
   204.79.197.200,       10.0.0.101, 2021-05-13 23:55:53.020, 1620942953.020,     4.546, TCP  ,    443,  49723,      713,   879405
   138.91.140.216,       10.0.0.101, 2021-05-13 23:55:50.992, 1620942950.992,     0.400, TCP  ,    443,  49722,       12,     4718
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:58.806, 1620943018.806,     0.000, UDP  ,  65486,     53,        1,       44
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:59.000, 1620943019.000,     0.000, UDP  ,     53,  65486,        1,      163
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:59.438, 1620943019.438,     0.000, UDP  ,  56620,     53,        1,       41
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:59.443, 1620943019.443,     0.000, UDP  ,  54550,     53,        1,       32
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:59.478, 1620943019.478,     0.000, UDP  ,     53,  54550,        1,      204
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:59.541, 1620943019.541,     0.000, UDP  ,     53,  56620,        1,      120
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:59.957, 1620943019.957,     0.000, UDP  ,  60179,     53,        1,       43
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:59.985, 1620943019.985,     0.000, UDP  ,  61769,     53,        1,       35
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:59.986, 1620943019.986,     0.000, UDP  ,     53,  61769,        1,       51
         10.0.0.2,       10.0.0.101, 2021-05-13 23:57:00.019, 1620943020.019,     0.000, UDP  ,     53,  60179,        1,      276
       10.0.0.101,         10.0.0.2, 2021-05-13 23:57:02.014, 1620943022.014,     0.000, UDP  ,  57085,     53,        1,       48
         10.0.0.2,       10.0.0.101, 2021-05-13 23:57:02.014, 1620943022.014,     0.000, UDP  ,     53,  57085,        1,      124
       10.0.0.101,         10.0.0.2, 2021-05-13 23:57:08.602, 1620943028.602,     0.000, UDP  ,  61337,     53,        1,       48
         10.0.0.2,       10.0.0.101, 2021-05-13 23:57:08.644, 1620943028.644,     0.000, UDP  ,     53,  61337,        1,      157
       10.0.0.101,         10.0.0.2, 2021-05-13 23:57:29.583, 1620943049.583,     0.000, UDP  ,  54495,     53,        1,       31
         10.0.0.2,       10.0.0.101, 2021-05-13 23:57:29.616, 1620943049.616,     0.000, UDP  ,     53,  54495,        1,      257
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:17.995, 1620942977.995,     0.025, TCP  ,  49667,  49727,       11,     2241
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:38.462, 1620942938.462,    27.100, TCP  ,  49671,  49672,       10,     2692
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:18.004, 1620942978.004,     0.016, TCP  ,    389,  49728,        9,     3703
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:18.014, 1620942978.014,     0.006, TCP  ,    389,  49729,        8,     3750
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:38.459, 1620942938.459,    27.103, TCP  ,    135,  49671,       13,     2024
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:17.986, 1620942977.986,     0.034, TCP  ,    135,  49726,        5,      736
      40.126.29.8,       10.0.0.101, 2021-05-13 23:56:18.157, 1620942978.157,     0.254, TCP  ,    443,  49730,        9,     4842
     172.217.9.10,       10.0.0.101, 2021-05-13 23:56:18.295, 1620942978.295,     0.077, TCP  ,    443,  49732,        4,     1460
     23.64.163.52,       10.0.0.101, 2021-05-13 23:55:42.215, 1620942942.215,    19.876, TCP  ,    443,  49702,       15,     8483
     23.64.163.52,       10.0.0.101, 2021-05-13 23:55:42.425, 1620942942.425,    15.615, TCP  ,    443,  49703,       15,     7733
     23.64.163.52,       10.0.0.101, 2021-05-13 23:55:42.625, 1620942942.625,    19.109, TCP  ,    443,  49704,       15,     7223
       10.0.0.101,         10.0.0.1, 2021-05-13 23:55:38.134, 1620942938.134,    49.358, UDP  ,    137,    137,       18,     1062
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.459, 1620942938.459,    27.103, TCP  ,  49671,    135,       14,     1340
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.462, 1620942938.462,    27.100, TCP  ,  49672,  49671,       11,     2242
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:17.985, 1620942977.985,     0.473, TCP  ,  49726,    135,        7,      660
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:17.995, 1620942977.995,     0.463, TCP  ,  49727,  49667,       13,     3975
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:18.004, 1620942978.004,     0.016, TCP  ,  49728,    389,       10,     3101
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:18.014, 1620942978.014,     0.005, TCP  ,  49729,    389,        8,     2567
       10.0.0.101,      40.126.29.8, 2021-05-13 23:56:18.108, 1620942978.108,     0.351, TCP  ,  49730,    443,       10,     1174
       10.0.0.101,     172.217.9.10, 2021-05-13 23:56:18.262, 1620942978.262,     0.110, TCP  ,  49732,    443,        5,      629
       10.0.0.101,     23.64.163.52, 2021-05-13 23:55:42.179, 1620942942.179,    19.912, TCP  ,  49702,    443,       11,      941
       10.0.0.101,     23.64.163.52, 2021-05-13 23:55:42.399, 1620942942.399,    15.641, TCP  ,  49703,    443,       11,     1139
       10.0.0.101,     23.64.163.52, 2021-05-13 23:55:42.596, 1620942942.596,    19.138, TCP  ,  49704,    443,       11,     1139
       10.0.0.101,    172.217.1.129, 2021-05-13 23:56:18.269, 1620942978.269,     0.123, TCP  ,  49734,    443,        6,      649
       10.0.0.101,   142.251.32.195, 2021-05-13 23:56:18.585, 1620942978.585,     0.040, TCP  ,  49736,    443,        2,       52
       10.0.0.101,  239.255.255.250, 2021-05-13 23:56:17.697, 1620942977.697,     3.014, UDP  ,  53291,   1900,        4,      692
       10.0.0.101,      224.0.0.252, 2021-05-13 23:56:24.470, 1620942984.470,     0.413, UDP  ,  50993,   5355,        2,       66
       10.0.0.101,      224.0.0.252, 2021-05-13 23:56:24.471, 1620942984.471,     0.412, UDP  ,  57396,   5355,        2,       60
       10.0.0.101,      224.0.0.252, 2021-05-13 23:56:24.470, 1620942984.470,     0.413, UDP  ,  62794,   5355,        2,       56
    172.217.1.129,       10.0.0.101, 2021-05-13 23:56:18.295, 1620942978.295,     0.097, TCP  ,    443,  49734,        7,     5601
   142.251.32.195,       10.0.0.101, 2021-05-13 23:56:18.625, 1620942978.625,     0.000, TCP  ,    443,  49736,        1,       24
       10.0.0.101,         10.0.0.2, 2021-05-13 23:57:29.757, 1620943049.757,     0.000, UDP  ,  51238,     53,        1,       36
       10.0.0.101,         10.0.0.2, 2021-05-13 23:57:30.742, 1620943050.742,     0.000, UDP  ,  51238,     53,        1,       36
       10.0.0.101,         10.0.0.2, 2021-05-13 23:57:31.758, 1620943051.758,     0.000, UDP  ,  51238,     53,        1,       36
         10.0.0.2,       10.0.0.101, 2021-05-13 23:57:33.636, 1620943053.636,     0.000, UDP  ,     53,  51238,        1,       52
       10.0.0.101,         10.0.0.2, 2021-05-13 23:57:34.076, 1620943054.076,     0.000, UDP  ,  63797,     53,        1,       28
         10.0.0.2,       10.0.0.101, 2021-05-13 23:57:34.495, 1620943054.495,     0.000, UDP  ,     53,  63797,        1,       44
       10.0.0.101,         10.0.0.2, 2021-05-13 23:57:35.915, 1620943055.915,     0.000, UDP  ,  53827,     53,        1,       33
         10.0.0.2,       10.0.0.101, 2021-05-13 23:57:36.209, 1620943056.209,     0.000, UDP  ,     53,  53827,        1,       49
         10.0.0.2,       10.0.0.101, 2021-05-13 23:55:38.464, 1620942938.464,    57.095, TCP  ,  49667,  49673,       32,     5904
         10.0.0.2,       10.0.0.101, 2021-05-13 23:56:41.430, 1620943001.430,     0.000, TCP  ,    445,  49903,        1,       21
     172.217.9.10,       10.0.0.101, 2021-05-13 23:56:18.295, 1620942978.295,    22.994, TCP  ,    443,  49731,       17,     6514
    108.174.10.14,       10.0.0.101, 2021-05-13 23:56:40.512, 1620943000.512,     0.567, TCP  ,    443,  49796,       11,     3816
    108.174.10.14,       10.0.0.101, 2021-05-13 23:56:40.571, 1620943000.571,     0.718, TCP  ,    443,  49802,        9,     3776
     13.107.42.23,       10.0.0.101, 2021-05-13 23:56:17.719, 1620942977.719,    23.574, TCP  ,    443,  49724,       17,     7462
    35.186.235.23,       10.0.0.101, 2021-05-13 23:56:39.358, 1620942999.358,     1.933, TCP  ,    443,  49777,       33,    31065
   192.124.249.23,       10.0.0.101, 2021-05-13 23:56:40.288, 1620943000.288,     0.788, TCP  ,     80,  49791,        7,     4634
      31.13.93.26,       10.0.0.101, 2021-05-13 23:56:40.294, 1620943000.294,     0.999, UDP  ,    443,  54302,       17,     9135
      31.13.93.26,       10.0.0.101, 2021-05-13 23:56:39.359, 1620942999.359,     1.934, TCP  ,    443,  49779,       91,   108865
     151.101.2.27,       10.0.0.101, 2021-05-13 23:56:34.942, 1620942994.942,     6.348, TCP  ,    443,  49761,       40,    32485
      72.21.91.29,       10.0.0.101, 2021-05-13 23:56:38.988, 1620942998.988,     0.093, TCP  ,     80,  49775,        3,      863
     23.38.177.34,       10.0.0.101, 2021-05-13 23:56:31.892, 1620942991.892,     9.398, TCP  ,    443,  49744,      170,   227270
   104.117.244.34,       10.0.0.101, 2021-05-13 23:56:37.873, 1620942997.873,     3.417, TCP  ,    443,  49771,      243,   328709
   104.117.244.34,       10.0.0.101, 2021-05-13 23:56:37.873, 1620942997.873,     3.142, TCP  ,    443,  49772,     2192,    3.1 M
    157.240.25.35,       10.0.0.101, 2021-05-13 23:56:41.076, 1620943001.076,     0.000, TCP  ,    443,  49804,        1,       24
    157.240.25.35,       10.0.0.101, 2021-05-13 23:56:41.079, 1620943001.079,     0.000, TCP  ,    443,  49807,        1,       24
    99.192.178.36,       10.0.0.101, 2021-05-13 23:56:26.159, 1620942986.159,     9.434, TCP  ,     80,  49740,      814,    1.1 M
   173.222.137.40,       10.0.0.101, 2021-05-13 23:56:39.476, 1620942999.476,     1.814, TCP  ,    443,  49781,       14,     7038
   173.222.137.40,       10.0.0.101, 2021-05-13 23:56:39.563, 1620942999.563,     1.727, TCP  ,    443,  49787,       11,     4787
    172.217.12.46,       10.0.0.101, 2021-05-13 23:56:17.835, 1620942977.835,    23.454, TCP  ,    443,  49725,       22,    15351
    34.213.215.46,       10.0.0.101, 2021-05-13 23:56:32.870, 1620942992.870,     8.425, TCP  ,    443,  49748,       13,     4836
    34.213.215.46,       10.0.0.101, 2021-05-13 23:56:32.991, 1620942992.991,     8.304, TCP  ,    443,  49752,       10,     3842
    35.186.194.58,       10.0.0.101, 2021-05-13 23:56:40.512, 1620943000.512,     0.567, TCP  ,    443,  49795,       13,     3828
    35.186.194.58,       10.0.0.101, 2021-05-13 23:56:40.571, 1620943000.571,     0.718, TCP  ,    443,  49803,        8,     3697
    104.88.204.58,       10.0.0.101, 2021-05-13 23:56:39.476, 1620942999.476,     1.814, TCP  ,    443,  49782,       24,    18872
    104.88.204.58,       10.0.0.101, 2021-05-13 23:56:39.563, 1620942999.563,     1.727, TCP  ,    443,  49786,       15,     6141
     13.225.53.59,       10.0.0.101, 2021-05-13 23:56:39.476, 1620942999.476,     1.817, TCP  ,    443,  49785,       10,     7761
     13.225.53.59,       10.0.0.101, 2021-05-13 23:56:39.567, 1620942999.567,     1.726, TCP  ,    443,  49788,       10,     7761
    172.217.12.67,       10.0.0.101, 2021-05-13 23:56:18.814, 1620942978.814,    22.475, TCP  ,    443,  49737,       14,     4595
    52.184.206.73,       10.0.0.101, 2021-05-13 23:56:23.846, 1620942983.846,    17.449, TCP  ,    443,  49739,       15,     6799
    44.232.112.81,       10.0.0.101, 2021-05-13 23:56:36.326, 1620942996.326,     4.969, TCP  ,    443,  49768,       14,     5774
       10.0.0.101,         10.0.0.2, 2021-05-13 23:55:38.464, 1620942938.464,    57.095, TCP  ,  49673,  49667,       33,    13006
       10.0.0.101,         10.0.0.2, 2021-05-13 23:56:41.430, 1620943001.430,     0.000, TCP  ,  49903,    445,        1,       20
       10.0.0.101,     172.217.9.10, 2021-05-13 23:56:18.262, 1620942978.262,    23.028, TCP  ,  49731,    443,       13,     1427
       10.0.0.101,    108.174.10.14, 2021-05-13 23:56:40.348, 1620943000.348,     0.731, TCP  ,  49796,    443,       10,     1369
       10.0.0.101,    108.174.10.14, 2021-05-13 23:56:40.395, 1620943000.395,     0.894, TCP  ,  49802,    443,        8,      782
       10.0.0.101,     13.107.42.23, 2021-05-13 23:56:17.687, 1620942977.687,    23.608, TCP  ,  49724,    443,       14,     1597
       10.0.0.101,    35.186.235.23, 2021-05-13 23:56:39.257, 1620942999.257,     2.036, TCP  ,  49777,    443,       19,     1489
       10.0.0.101,   192.124.249.23, 2021-05-13 23:56:40.078, 1620943000.078,     1.094, TCP  ,  49791,     80,        8,      608
       10.0.0.101,      31.13.93.26, 2021-05-13 23:56:40.114, 1620943000.114,     0.921, UDP  ,  54302,    443,        9,     2011
       10.0.0.101,      31.13.93.26, 2021-05-13 23:56:39.260, 1620942999.260,     2.034, TCP  ,  49779,    443,       47,     2175
       10.0.0.101,     151.101.2.27, 2021-05-13 23:56:34.899, 1620942994.899,     6.393, TCP  ,  49761,    443,       26,     2734
       10.0.0.101,      72.21.91.29, 2021-05-13 23:56:38.842, 1620942998.842,     2.330, TCP  ,  49775,     80,        5,      344
       10.0.0.101,     23.38.177.34, 2021-05-13 23:56:31.863, 1620942991.863,     9.428, TCP  ,  49744,    443,       86,     3065
       10.0.0.101,   104.117.244.34, 2021-05-13 23:56:37.836, 1620942997.836,     3.455, TCP  ,  49771,    443,       97,     3512
       10.0.0.101,   104.117.244.34, 2021-05-13 23:56:37.836, 1620942997.836,     3.179, TCP  ,  49772,    443,      909,    19752
